idade,genero,altura,peso,is_alto,imc,imc_classification,metabolic_rate
27,F,1.834,67,False,19.919394830946768,0,5645.642
35,M,1.807,124,False,37.975664336777996,3,5022.848
58,F,1.861,81,False,23.38795624200009,0,2452.476
51,M,1.784,100,False,31.420298015242615,2,3423.096
35,F,1.889,130,False,36.43169995076116,3,3677.657
64,F,1.788,67,False,20.957514426277093,0,2452.634
32,F,1.708,77,False,26.394594387069528,1,4501.581
39,F,1.908,108,True,29.666548000474666,1,3333.468
38,M,1.696,105,False,36.50376023495906,3,4707.915
30,M,1.737,110,False,36.45801743289819,3,4321.295
46,F,1.779,118,False,37.284653478642376,3,3160.572
35,M,1.847,77,False,22.571318771803675,0,4430.789
28,F,1.626,79,False,29.880372604464057,1,4517.698
32,F,1.781,107,False,33.733075532769796,2,4484.926
38,M,1.823,110,False,33.09934105230027,2,4940.33
49,M,1.809,84,False,25.668598228683376,1,3426.357
61,M,1.896,88,False,24.479695205540423,0,2771.472
58,M,1.864,87,False,25.03960286614231,1,2644.285
36,F,1.79,119,False,37.13991448456665,3,3889.752
49,M,1.776,119,False,37.72776154532911,3,2914.524
48,F,1.754,64,False,20.802752204116604,0,3017.546
61,M,1.802,85,False,26.176365882771762,1,2780.913
21,M,1.625,80,False,30.29585798816568,2,7531.462
69,M,1.777,123,False,38.95204433312675,3,2621.403
67,F,1.889,129,False,36.15145610498607,3,2296.163
22,F,1.828,105,False,31.422223711868384,2,7201.545
39,M,1.737,65,False,21.543373937621656,0,3865.462
20,M,1.963,83,True,21.53959301587779,0,9132.609
24,M,1.924,98,True,26.473779072531674,1,6724.869
52,M,1.839,126,False,37.256931785219116,3,2830.634
58,F,1.824,72,False,21.641274238227147,0,2278.244
42,F,1.956,123,True,32.148995696739306,2,3555.598
37,M,1.902,81,True,22.390510404123837,0,5026.05
23,F,1.841,98,False,28.914687215371046,1,6106.813
60,F,1.822,113,False,34.039384471534035,2,2487.423
52,F,1.856,111,False,32.22307892390012,2,3309.699
45,F,1.859,116,False,33.565970587528916,2,2851.552
41,M,1.78,113,False,35.66468880191895,3,4225.189
49,F,1.853,86,False,25.046532671600055,1,2655.766
45,F,1.775,86,False,27.296171394564574,1,3316.292
20,F,1.838,117,False,34.633377577226504,2,7555.29
25,F,1.798,67,False,20.72504240900469,0,4658.929
36,F,1.777,95,False,30.084912289813346,2,3578.494
50,M,1.766,119,False,38.156239218457614,3,4037.735
67,M,1.768,117,False,37.43013042321001,3,2088.654
70,M,1.933,122,True,32.65097261091896,2,2211.722
23,F,1.776,65,False,20.60760084408733,0,6287.765
29,M,1.867,124,False,35.57402854930546,3,5926.173
67,M,1.741,117,False,38.60009019884325,3,2081.956
58,M,1.809,106,False,32.39132633619569,2,3085.928
53,M,1.883,87,False,24.536838961341505,0,3562.373
41,M,1.881,99,False,27.980637398919946,1,3536.053
41,F,1.82,113,False,34.1142374109407,2,4124.945
26,F,1.897,121,False,33.6241030909443,2,6171.475
58,F,1.76,84,False,27.117768595041323,1,2408.602
56,F,1.902,90,True,24.87834489347093,0,2385.536
34,M,1.783,109,False,34.28655190213297,2,4511.944
38,M,1.911,113,True,30.942618966839643,2,4146.485
29,M,1.797,96,False,29.7286425251509,1,4881.657
56,M,1.739,87,False,28.768690141697366,1,2929.037
56,F,1.833,107,False,31.84629016018089,2,2466.24
69,F,1.833,68,False,20.238763840114956,0,2228.974
23,F,1.873,72,False,20.523760671286603,0,6618.879
65,F,1.838,102,False,30.19320096476157,2,2280.356
69,F,1.77,76,False,24.258674071946118,0,1987.304
60,F,1.786,111,False,34.79846360080707,2,2099.841
44,M,1.784,111,False,34.8765307969193,2,3997.085
47,M,1.749,105,False,34.324931570797126,2,3520.182
68,M,2.01,134,True,33.16749585406303,2,2679.737
63,M,1.883,77,False,21.71651264394593,0,2641.841
37,M,1.768,79,False,25.273335926782824,1,4323.546
67,F,1.721,77,False,25.997344219355462,1,1777.443
54,M,1.771,111,False,35.390431383851954,3,3410.291
38,F,1.793,96,False,29.861433616322262,1,3003.994
61,F,1.831,82,False,24.458913648401925,0,2342.706
39,F,1.725,70,False,23.52446964923335,0,3418.631
58,F,1.75,116,False,37.87755102040816,3,2417.312
52,M,1.766,105,False,33.66726989863908,2,2980.442
20,F,1.9,103,True,28.531855955678672,1,7458.87
66,F,1.851,127,False,37.06729406710231,3,2405.616
20,F,1.797,117,False,36.23178307752766,3,6483.339
60,F,1.797,76,False,23.53517533241113,0,2569.162
65,F,1.872,100,False,28.535685586967634,1,2189.16
64,F,1.84,97,False,28.650756143667294,1,2319.835
38,F,1.712,111,False,37.87175735872129,3,3011.897
67,F,1.764,72,False,23.13850710352168,0,2231.747
68,M,1.883,97,False,27.35716527873708,1,3089.697
28,M,1.855,107,False,31.095385822538343,2,5529.236
33,M,1.85,126,False,36.815193571950324,3,5051.283
22,F,1.839,122,False,36.074172046005806,3,7132.558
49,F,1.791,97,False,30.239914754615565,2,2514.71
60,M,1.828,104,False,31.122964438422017,2,3041.606
20,M,1.927,125,True,33.662516841357174,2,7901.672
24,M,1.759,108,False,34.905356388536696,3,6301.113
42,F,1.708,113,False,38.734924230374766,3,3320.263
25,M,1.931,128,True,34.327756592605425,2,8034.793
39,F,1.619,104,False,39.67707439565903,3,3505.248
65,F,2.004,73,True,18.177218417456505,-1,2448.9
61,F,1.82,85,False,25.661152034778407,1,2108.419
27,F,1.801,90,False,27.74693928137277,1,5154.907
50,F,1.845,109,False,32.020916415126216,2,2777.932
34,M,1.773,82,False,26.08533275818356,1,5065.075
45,F,1.802,85,False,26.176365882771762,1,3087.234
52,M,1.765,88,False,28.248360872810153,1,2977.919
67,F,1.755,120,False,38.96072272140649,3,2154.116
58,M,1.813,92,False,27.989311733697523,1,2812.336
51,M,1.778,73,False,23.091882918459714,0,2998.657
20,M,1.783,65,False,20.446108932464615,0,8232.789
24,F,1.79,79,False,24.65590961580475,0,5296.65
41,F,1.752,119,False,38.768478555493004,3,3048.027
50,M,1.765,121,False,38.84149620011396,3,3640.063
61,F,1.812,98,False,29.847618769157297,1,2006.087
24,M,1.846,107,False,31.39933022587563,2,8209.833
27,F,1.851,117,False,34.148609494889534,2,5905.195
25,M,1.639,62,False,23.079892537042298,0,5280.117
29,M,1.874,91,False,25.912076622295316,1,6096.465
65,M,1.784,103,False,32.36290695569989,2,2617.068
59,M,1.808,120,False,36.71000078314668,3,2862.722
57,M,1.701,103,False,35.59824580139427,3,2718.764
60,F,1.896,91,False,25.314230269365666,1,2332.195
66,M,1.848,124,False,36.3092895560428,3,2382.431
35,M,1.919,112,True,30.41361704531167,2,4824.184
47,F,2.005,129,True,32.08935267815499,2,3684.521
20,M,1.763,87,False,27.99075597240691,1,9412.047
65,F,1.752,63,False,20.52448864702571,0,1659.138
37,M,1.769,74,False,23.647000138366906,0,4424.335
58,M,1.857,125,False,36.24817997888326,3,2971.407
63,M,1.853,69,False,20.095473887679116,0,2783.167
61,F,1.905,107,True,29.48450341345127,1,2318.101
66,F,1.795,90,False,27.93274415934079,1,2231.141
58,F,1.818,92,False,27.83556683501133,1,2684.337
56,M,1.864,93,False,26.76647202932454,1,3319.571
30,M,1.839,70,False,20.69829543623284,0,4342.341
22,F,1.661,67,False,24.28485628983215,0,5783.002
48,M,1.861,71,False,20.500554236814896,0,3436.467
23,M,1.797,68,False,21.057788455315222,0,6948.993
50,M,1.741,68,False,22.434240457447356,0,3267.311
30,M,1.785,107,False,33.58206027509043,2,4696.347
49,F,1.844,74,False,21.76255522983611,0,3459.421
34,F,1.855,83,False,24.12071984365124,0,5179.28
34,M,1.805,105,False,32.22811365781417,2,5164.902
51,F,1.759,70,False,22.62384210368119,0,2561.57
48,M,1.816,122,False,36.993731685070536,3,3841.719
68,F,1.779,93,False,29.385362487404585,1,1897.19
62,F,1.754,121,False,39.33020338590796,3,2478.049
47,F,1.774,75,False,23.831645629149087,0,3511.825
40,M,1.669,62,False,22.257634997043684,0,3837.792
57,F,1.789,100,False,31.244912937612348,2,2605.511
58,F,1.722,81,False,27.31610193155192,1,2554.24
30,M,1.783,99,False,31.1409966817538,2,5275.686
51,M,1.796,94,False,29.141720527179924,1,3151.012
46,M,1.76,91,False,29.3775826446281,1,3415.385
43,M,1.931,125,True,33.52319979746623,2,4413.739
56,M,1.928,82,True,22.05970971574181,0,3116.478
20,M,1.786,95,False,29.782468847537583,1,7954.654
51,F,1.762,88,False,28.344634682752677,1,3191.931
20,M,1.749,103,False,33.671123350401,2,8078.196
64,M,1.942,73,True,19.356392010954128,0,2693.666
53,M,1.93,104,True,27.92021262315767,1,3814.186
37,F,1.763,92,False,29.59942010875213,1,3516.563
48,F,1.856,128,False,37.15814506539833,3,3097.547
25,M,2.003,124,True,30.90720883228327,2,7426.396
50,F,1.835,76,False,22.570514295896473,0,2861.013
33,F,1.887,101,False,28.364659431712642,1,3347.733
30,F,1.927,121,True,32.585316302433746,2,5153.047
24,M,1.814,98,False,29.78183891307228,1,7556.497
41,M,1.732,83,False,27.668289873005886,1,4224.087
70,F,1.932,94,True,25.18335626626202,1,2544.979
32,M,1.805,88,False,27.010228589406157,1,4755.932
31,M,1.721,63,False,21.27055436129083,0,4637.037
60,M,1.828,111,False,33.21777935254658,2,3035.367
23,M,1.761,100,False,32.24640380043217,2,6567.404
57,F,1.72,78,False,26.365603028664147,1,2652.72
23,M,1.855,107,False,31.095385822538343,2,7961.149
49,F,1.866,87,False,24.985956169463368,1,3118.731
20,M,1.871,83,False,23.709943407507367,0,8823.438
68,F,1.823,112,False,33.701147253251186,2,2033.857
50,M,1.798,114,False,35.26350499442589,3,3559.494
68,M,1.73,99,False,33.07828527515119,2,2541.074
61,M,1.835,115,False,34.152751895106505,2,2925.376
69,F,1.846,89,False,26.117199907504027,1,2035.468
42,F,1.794,69,False,21.43898464968699,0,2725.096
33,M,1.852,105,False,30.613101707802898,2,4979.468
54,M,1.761,79,False,25.474659002341415,1,2940.481
36,M,1.77,111,False,35.43043186823709,3,4822.129
51,M,1.754,85,False,27.628655271092367,1,3724.663
55,M,1.849,109,False,31.882522556884712,2,2687.062
42,F,1.713,94,False,32.03414430836749,2,2988.541
53,M,1.788,114,False,35.65905439694908,3,2922.513
66,F,1.841,118,False,34.815643789936566,2,1960.856
57,M,1.902,73,True,20.179101969148643,0,3234.509
60,F,1.663,77,False,27.84237167830562,1,2271.49
58,M,1.837,121,False,35.85643085087311,3,2904.424
41,F,1.762,88,False,28.344634682752677,1,3537.669
61,M,1.797,96,False,29.7286425251509,1,3461.803
21,M,1.88,79,False,22.351742870076958,0,8752.923
39,F,1.794,98,False,30.449572401004712,2,2862.63
33,F,1.82,82,False,24.755464315903875,0,4436.176
57,M,1.686,108,False,37.993439799394636,3,2864.275
56,M,1.74,74,False,24.441802087462015,0,2634.483
56,F,1.738,84,False,27.80863948217665,1,2445.545
31,M,1.831,72,False,21.476119301035837,0,5791.041
47,F,1.772,99,False,31.528823076805487,2,2920.871
27,F,1.84,125,False,36.92107750472589,3,5910.096
48,M,1.952,82,True,21.520592582639075,0,3878.077
40,F,1.845,68,False,19.976351525032868,0,3545.2
58,M,1.743,88,False,28.96595808691696,1,2378.707
67,F,1.958,120,True,31.300831245741783,2,1923.776
37,F,1.966,136,True,35.18616066207936,3,3627.49
67,M,1.879,71,False,20.109662806272286,0,2765.416
38,F,1.757,110,False,35.632735340449734,3,3404.26
29,F,1.921,93,True,25.201606073966442,1,4559.664
28,M,1.937,80,True,21.32213778951798,0,6305.817
42,F,1.821,77,False,23.22046078441129,0,3306.009
49,F,1.791,121,False,37.72195551864416,3,2590.006
41,M,1.87,119,False,34.03014098201263,2,4324.877
48,F,1.799,84,False,25.954756533569235,1,3351.298
25,F,1.923,131,True,35.425233962036586,3,5317.035
69,F,1.729,68,False,22.74672756545454,0,2006.326
54,M,1.908,90,True,24.722123333728888,0,2867.121
33,F,1.881,109,False,30.80696440891186,2,4984.96
24,M,1.861,130,False,37.536226067407554,3,6328.595
65,F,1.73,90,False,30.071168431955627,2,1666.132
37,M,1.794,114,False,35.42093116035242,3,4628.93
54,F,1.969,132,True,34.04728600571426,2,2532.828
49,M,1.696,62,False,21.554601281594874,0,3866.678
26,M,1.833,84,False,25.000825920142006,1,5699.334
53,F,1.838,72,False,21.312847739831696,0,2253.05
57,M,1.84,115,False,33.96739130434783,2,3032.002
61,M,1.84,102,False,30.12759924385633,2,2157.716
38,M,1.946,76,True,20.069101083837086,0,4001.9
64,F,1.712,86,False,29.342082277928206,1,1847.426
30,F,1.637,88,False,32.838651391220665,2,3748.568
60,M,1.93,115,True,30.873312035222423,2,2762.718
36,M,1.724,108,False,36.33701368963346,3,4115.672
30,M,1.888,74,False,20.760018672795177,0,5268.245
64,F,1.817,96,False,29.07778884012638,1,2371.209
47,F,1.831,76,False,22.66923703998227,0,2957.868
22,F,1.718,106,False,35.913650032999904,3,6006.842
29,M,1.849,108,False,31.590022349940813,2,5847.023
43,F,1.809,110,False,33.613640537561565,2,3202.112
52,M,1.844,71,False,20.880289477275184,0,3303.577
45,M,1.905,102,True,28.10672288011243,1,4104.259
24,F,1.777,115,False,36.41857803503721,3,6316.339
43,M,1.812,109,False,33.19786169222598,2,4273.017
63,M,1.755,115,False,37.33735927468122,3,3220.611
45,F,1.826,79,False,23.69329953489153,0,2866.592
26,M,1.767,81,False,25.94250564249498,1,5836.982
31,M,1.767,90,False,28.825006269438866,1,5664.292
58,F,1.819,98,False,29.618337498537976,1,2193.261
63,M,2.005,89,True,22.139165801207707,0,2942.249
55,M,1.799,88,False,27.190697320882055,1,3707.748
36,F,1.893,112,False,31.25480507745471,2,4758.222
35,M,1.743,101,False,33.24502007702969,2,4178.993
50,M,1.803,72,False,22.148332922666327,0,2887.911
37,M,1.79,124,False,38.70041509316189,3,3546.893
51,F,1.85,102,False,29.802775748721693,1,2794.512
21,M,1.877,98,False,27.816182717124466,1,7895.632
68,M,1.832,126,False,37.54219027097118,3,2460.115
29,F,1.671,68,False,24.353198738934065,0,4294.283
67,M,1.839,100,False,29.56899348033263,1,2441.02
58,F,1.699,108,False,37.41424602846046,3,2148.02
33,F,1.834,91,False,27.05470044203218,1,4293.413
66,M,1.905,116,True,31.964508373461193,2,2976.742
29,M,1.839,122,False,36.074172046005806,3,4440.239
47,F,1.759,79,False,25.532621802725917,1,2775.663
43,F,1.786,79,False,24.766474094268094,0,2851.671
59,F,1.735,84,False,27.904890830419653,1,2375.564
53,M,1.909,96,True,26.34264481800388,1,3178.207
68,F,1.875,75,False,21.333333333333332,0,2362.361
60,M,1.895,83,False,23.113177992355944,0,3202.816
28,F,1.848,121,False,35.43083900226757,3,4634.497
66,M,1.819,101,False,30.52502129951363,2,2611.978
48,F,1.776,80,False,25.363201038876714,1,3165.313
64,F,1.844,126,False,37.05516160755878,3,2141.323
60,F,1.806,113,False,34.64519032779869,2,2306.456
55,M,1.948,94,True,24.77136556632612,0,3052.203
28,M,1.771,110,False,35.07159866868212,3,5692.472
60,F,1.879,106,False,30.02287686570229,2,2480.258
66,F,1.775,105,False,33.32672088871256,2,2187.754
30,F,1.93,91,True,24.43018604526296,0,5314.393
40,M,1.785,77,False,24.166529356840776,0,4081.621
32,M,1.851,83,False,24.22508194936608,0,4891.738
68,F,1.881,73,False,20.63218717294097,0,2043.441
43,M,1.854,96,False,27.92876767803716,1,4449.786
20,F,1.808,90,False,27.532500587360012,1,7935.229
54,F,1.869,67,False,19.180335518460215,0,2622.115
54,M,1.779,116,False,36.65271019934335,3,3119.758
40,M,1.773,105,False,33.401950483039926,2,4124.19
66,F,1.81,93,False,28.387411861664784,1,2119.273
24,M,1.809,125,False,38.197318792683596,3,5358.745
40,F,1.833,125,False,37.20361000021132,3,3096.39
23,F,1.808,71,False,21.72008379669512,0,6472.666
52,M,1.864,106,False,30.508021882886034,2,3365.73
55,M,1.865,119,False,34.2128528200447,2,3442.507
27,M,1.822,76,False,22.893745308288377,0,6138.528
48,F,1.728,70,False,23.442858367626886,0,2430.206
26,F,1.839,82,False,24.246574653872756,0,5362.24
20,F,1.726,79,False,26.518289563609656,1,7293.719
24,M,1.785,123,False,38.603676764823575,3,7041.224
32,M,1.777,111,False,35.15184488599244,3,4275.67
45,F,1.839,70,False,20.69829543623284,0,2834.189
31,F,1.809,113,False,34.53037618858597,2,4188.058
27,M,1.987,83,True,21.02240304303083,0,5792.706
68,M,1.913,92,True,25.139572446919292,1,2481.663
53,M,1.762,83,False,26.734144075778094,1,3339.271
41,M,1.917,87,True,23.674184444754655,0,3869.727
69,M,1.716,80,False,27.167859335691507,1,2480.703
28,M,1.933,119,True,31.848079841798008,2,6672.783
28,M,1.882,85,False,23.998256314929403,0,5885.805
64,F,1.928,122,True,32.82054372342074,2,2391.837
37,F,1.956,76,True,19.864420105302337,0,3877.232
36,F,1.799,101,False,31.207504879648724,2,4061.363
26,F,1.717,112,False,37.99071194933396,3,6176.676
58,F,1.849,72,False,21.060014899960542,0,2939.771
70,F,1.653,95,False,34.767855031951655,2,1409.889
53,M,1.693,90,False,31.39992373307413,2,2840.813
35,M,1.854,88,False,25.601370371534067,1,4628.084
47,M,1.765,70,False,22.47028705791717,0,3681.927
44,F,1.8,106,False,32.716049382716044,2,3456.109
41,F,1.876,87,False,24.720291324371143,0,3771.645
53,F,1.988,94,True,23.784558457384144,0,3002.48
34,F,1.861,112,False,32.3389024580742,2,3790.616
35,F,1.871,127,False,36.27907003317392,3,4654.863
35,M,1.813,86,False,26.163921838021597,1,4536.404
57,F,1.678,103,False,36.58080949424723,3,1931.678
41,M,1.827,125,False,37.448369932374234,3,3394.134
48,M,1.9,75,True,20.775623268698062,0,3546.822
51,M,1.799,97,False,29.971564092335903,2,3590.072
62,F,1.731,63,False,21.0255039362747,0,1926.117
43,M,1.806,116,False,35.56497414181104,3,4124.039
60,M,1.925,88,True,23.74768089053803,0,2747.697
69,M,2.0,95,True,23.75,0,2516.999
42,F,1.908,113,True,31.03999929679294,2,2963.829
57,M,1.885,118,False,33.20926763714654,2,3295.513
42,F,1.887,94,False,26.39879194634642,1,3257.259
44,M,1.784,105,False,32.991312916004745,2,3841.491
45,F,1.75,120,False,39.183673469387756,3,2969.691
55,M,1.751,116,False,37.83429946696039,3,2870.724
69,M,1.873,112,False,31.925849933112495,2,2514.221
53,M,1.833,125,False,37.20361000021132,3,3370.806
32,F,1.944,128,True,33.87017561686058,2,5111.464
52,M,1.925,117,True,31.57362118401079,2,3117.138
60,F,1.699,114,False,39.49281525226382,3,1976.865
65,F,1.771,113,False,36.028096814191635,3,2531.841
23,F,1.869,99,False,28.341092781008374,1,6182.44
55,F,1.719,91,False,30.795668707641145,2,2525.493
39,M,1.843,67,False,19.725323399621214,0,3977.029
48,M,1.835,68,False,20.19467068580211,0,3144.153
34,M,1.888,116,False,32.54273197357082,2,4750.84
34,F,1.968,108,True,27.88518738845925,1,4273.023
32,M,1.939,120,True,31.917261945766718,2,5680.067
33,M,1.761,120,False,38.69568456051861,3,5991.45
41,F,1.697,87,False,30.21033686609077,2,3334.602
20,F,1.807,70,False,21.437875028826287,0,6286.116
20,M,1.798,103,False,31.86088609145497,2,8047.552
50,M,1.746,69,False,22.633963541605162,0,2953.204
52,M,1.858,106,False,30.70537784415804,2,2670.269
66,M,1.801,97,False,29.905034558812876,2,2505.22
20,M,1.792,108,False,33.63161670918367,2,7232.072
57,M,1.934,93,True,24.863943432122504,0,3351.475
43,F,1.798,74,False,22.89034534725891,0,3120.336
58,F,1.838,81,False,23.97695370731066,0,2480.556
41,M,1.81,107,False,32.6607856903025,2,3874.198
42,M,1.725,90,False,30.245746691871453,2,4066.844
21,M,1.841,100,False,29.5047828728276,1,9300.655
41,M,1.798,84,False,25.983635259050654,1,3631.236
28,F,1.739,112,False,37.03555512494374,3,4799.455
23,M,1.814,127,False,38.594832060818156,3,8164.469
69,F,1.784,83,False,26.07884735265137,1,2382.466
44,F,1.769,107,False,34.19228398385485,2,3341.944
34,F,1.901,79,True,21.860639254900864,0,4351.192
43,M,1.819,111,False,33.54730063609914,2,4078.232
59,M,1.807,92,False,28.175492895028835,1,2593.621
26,M,1.809,102,False,31.169012134829813,2,5709.901
27,F,1.75,77,False,25.142857142857142,1,4917.645
46,F,1.925,125,True,33.732501264968796,2,3230.35
46,F,1.752,73,False,23.78234398782344,0,2858.569
64,F,1.93,130,True,34.90026577894709,3,2364.43
54,M,1.836,70,False,20.765992187240425,0,3107.18
57,M,1.806,83,False,25.44735218767514,1,3300.236
49,M,1.91,105,True,28.78210575368,1,3828.286
58,F,1.725,112,False,37.63915143877336,3,1910.699
48,M,1.767,98,False,31.38722904894454,2,3235.87
24,M,1.938,84,True,22.365146156230132,0,7304.56
37,F,1.768,115,False,36.790299133924364,3,4244.773
34,M,1.754,99,False,32.17925731574287,2,4527.936
45,F,1.738,76,False,25.160197626731254,1,3199.403
21,F,1.831,101,False,30.126222908397494,2,5685.329
50,M,1.753,103,False,33.51763694802066,2,3094.596
44,F,1.686,100,False,35.17911092536541,3,3157.798
44,F,1.876,114,False,32.39210587331391,2,3530.454
51,F,1.818,121,False,36.60982159822143,3,3163.379
41,M,1.752,112,False,36.4879798169346,3,4184.74
29,M,1.85,105,False,30.67932797662527,2,6394.357
55,M,1.967,73,True,18.867490512624546,0,3191.399
31,F,1.682,103,False,36.40702917228089,3,4263.6
40,F,1.758,122,False,39.474995502439036,3,3574.557
34,M,1.884,87,False,24.510798274439804,0,5647.111
30,F,1.684,95,False,33.49958531039658,2,4144.023
65,F,1.702,106,False,36.59205110183499,3,2022.41
26,M,1.782,103,False,32.43559173226214,2,6521.247
43,F,1.904,128,True,35.3082409434362,3,3718.035
49,F,1.664,87,False,31.42046505177515,2,2719.641
33,M,1.862,101,False,29.131444538921336,1,4659.934
59,F,1.909,71,True,19.48258106331537,0,2633.58
65,F,1.999,133,True,33.28327495413539,2,2807.644
25,F,1.895,85,False,23.670122040364518,0,5071.629
69,F,1.933,134,True,35.8625436874028,3,2574.883
65,M,1.648,71,False,26.14230841738147,1,2245.26
27,M,1.748,78,False,25.527703449250925,1,5508.04
55,F,1.919,101,True,27.42656537121856,1,2548.219
31,M,1.822,107,False,32.23198352614285,2,5378.53
24,M,1.772,90,False,28.66256643345953,1,6792.178
32,F,1.798,86,False,26.602293241409004,1,4361.802
38,F,1.825,99,False,29.724150872583976,1,3038.435
41,F,1.838,126,False,37.29748354470547,3,3635.104
31,F,1.847,127,False,37.22801927297489,3,5273.714
51,M,1.813,85,False,25.859690188742277,1,2752.479
69,M,1.82,108,False,32.60475787948315,2,2484.169
57,M,1.867,113,False,32.41826795218965,2,2684.152
57,F,1.811,105,False,32.01491834213947,2,2154.777
36,F,1.787,71,False,22.233572130248653,0,4163.893
45,M,1.972,107,True,27.51502783389358,1,4843.679
35,F,1.735,107,False,35.5455157006536,3,3796.488
31,M,1.809,77,False,23.529548376293093,0,5819.4
56,M,1.802,86,False,26.484323128451432,1,2240.35
65,M,1.878,81,False,22.96644857046617,0,2390.868
35,F,1.917,127,True,34.55886694809013,2,3651.417
24,M,1.808,118,False,36.0981674367609,3,7737.027
27,F,1.642,69,False,25.59191503187492,1,5247.687
26,F,1.764,109,False,35.0291288094981,3,5743.3
46,M,1.737,84,False,27.840667857849525,1,3635.188
45,F,1.764,105,False,33.74365619263578,2,2607.903
32,M,1.857,98,False,28.418573103444476,1,4822.339
54,M,1.851,96,False,28.019371893242692,1,3947.437
65,F,1.889,125,False,35.03048072188572,3,1938.858
36,F,1.712,99,False,33.77751331994061,2,3194.326
26,M,1.922,85,True,23.009763719503944,0,6711.571
28,M,1.792,71,False,22.109673947704078,0,6583.817
61,F,1.843,125,False,36.800976491830625,3,2695.453
29,M,1.711,71,False,24.252601433089634,0,5684.089
64,M,1.83,112,False,33.4438173728687,2,2713.668
61,M,1.746,92,False,30.17861805547355,2,2632.085
57,M,1.817,74,False,22.41412889759742,0,2843.332
33,M,1.742,109,False,35.919492882667825,3,5070.376
56,F,1.868,125,False,35.82253116846791,3,2487.211
32,F,1.795,72,False,22.346195327472632,0,5190.634
27,M,1.878,72,False,20.414620951525485,0,5524.734
60,F,1.823,118,False,35.506565856103926,3,2031.611
29,M,1.756,93,False,30.16017974169914,2,5496.406
52,F,1.885,111,False,31.239226336637845,2,2441.819
56,F,1.859,95,False,27.489372463924543,1,2882.693
39,M,1.798,90,False,27.8396092061257,1,4428.105
23,M,1.726,80,False,26.853964115047752,1,7584.26
20,M,1.756,97,False,31.45739177360018,2,7494.635
70,M,1.951,81,True,21.279943968068523,0,2149.451
38,F,1.856,112,False,32.513376932223544,2,3889.075
43,F,1.785,98,False,30.757400999615534,2,3340.851
66,M,1.639,106,False,39.459171111717474,3,2594.252
30,M,1.778,120,False,37.95925959198857,3,5492.383
41,F,1.908,127,True,34.8856629264841,2,3731.767
56,F,1.875,106,False,30.15111111111111,2,2843.112
22,F,1.942,91,True,24.129200999956517,0,6696.201
36,F,1.858,89,False,25.78093045405722,1,3911.921
67,M,1.858,108,False,31.284724595934605,2,2246.28
59,F,1.784,107,False,33.6197188763096,2,2389.803
39,M,1.721,71,False,23.971577137327763,0,3682.85
54,M,1.825,128,False,38.431225370613625,3,3451.024
63,F,1.818,72,False,21.78435665348713,0,2323.679
59,M,1.761,100,False,32.24640380043217,2,2399.637
34,F,1.797,97,False,30.038315884787888,2,3772.734
30,M,2.027,114,True,27.745806549908743,1,6235.934
32,F,1.793,97,False,30.172490216492285,2,3749.184
45,F,1.905,72,True,19.84003968007936,0,3439.869
42,F,1.924,134,True,36.19884077264535,3,3395.221
59,F,1.938,134,True,35.67773315398616,3,2371.195
32,F,1.907,103,True,28.322777370045884,1,5521.715
67,F,1.795,77,False,23.898014447436008,0,1962.724
69,F,1.76,74,False,23.889462809917354,0,2237.173
35,F,1.754,67,False,21.777881213684573,0,4359.43
64,F,1.868,106,False,30.37750643086079,2,2551.358
33,M,1.768,92,False,29.432239307139493,1,4522.421
59,F,1.867,94,False,26.967408738989626,1,2358.827
53,M,1.78,96,False,30.299204645878046,2,3414.36
59,M,1.763,116,False,37.32100796320921,3,2704.541
48,M,1.825,70,False,21.017076374554325,0,3321.112
47,M,1.795,98,False,30.41565475128219,2,3948.208
46,F,1.781,107,False,33.733075532769796,2,2921.609
57,M,2.025,140,True,34.14113702179546,2,3589.38
32,M,1.808,111,False,33.95675072441068,2,5393.777
22,F,1.791,98,False,30.551666453116756,2,6070.009
58,F,1.822,113,False,34.039384471534035,2,1731.051
57,M,1.733,121,False,40.289162980985175,4,2726.975
24,M,1.982,131,True,33.34755483508998,2,8192.371
35,F,1.842,72,False,21.220384301159694,0,3735.964
50,M,1.947,108,True,28.489960850045463,1,3079.386
41,M,1.794,113,False,35.110221237893185,3,4132.794
22,F,1.822,107,False,32.23198352614285,2,5921.957
24,F,1.832,92,False,27.411757975629754,1,5032.18
22,F,1.991,94,True,23.712936239193898,0,7918.201
34,M,1.876,108,False,30.687258195771072,2,5166.631
53,M,1.705,85,False,29.239514624057236,1,3164.554
34,M,1.818,90,False,27.23044581685891,1,4525.074
46,M,1.824,118,False,35.46764389042782,3,3586.394
32,F,1.894,89,False,24.81018812255453,0,4892.529
53,M,1.775,103,False,32.69192620511804,2,2972.328
37,F,1.887,124,False,34.82393831220166,2,3036.37
29,M,1.718,98,False,33.20318587956594,2,5270.392
51,F,1.846,97,False,28.46481338233585,1,2757.677
23,F,1.809,67,False,20.473762872878407,0,6457.374
21,M,1.834,109,False,32.40617965034624,2,8074.258
49,M,1.764,123,False,39.5282829685162,3,3155.721
50,M,1.793,114,False,35.46045241938269,3,3080.112
65,M,1.91,110,True,30.15268221814095,2,2998.668
22,F,1.868,97,False,27.798284186731102,1,7251.424
63,F,1.723,75,False,25.26333659960205,1,1797.747
